genTipoComp,genModelo,genEstado,genTipoReparacion,genHh,genNVueltas,genDemora,repNP,repNoKitCant,moVariacion,moDesarmeVariacion,moSalvatajeTrabajoReal,moSalvatajeCantPersonal,genPondExp,genPondNivel,genPondAvance,genPndCursos,repYCostos,moYCostos,ttaYCostos,genYCostos
DI,797B,DESPACHO,Overhaul,9719.0,0,0.0,85.0,34.0,-0.022950819672131147,-0.0625,8.0,1.0,3138.8758620689655,2.0,0.0,0.21116152450090744,75820.62,6750.03,1105.75,83676.4
MF,797B,DESPACHO,Proceso Continuo,20745.0,1,-1.0,12.0,3.0,-0.056910569105691054,-0.22302158273381295,16.0,1.0,2324.772357723577,2.158273381294964,0.0,0.017841011743450767,116665.96,8213.78,0.0,124879.74
MA,797B,DESPACHO,Overhaul,10422.0,0,-3.0,30.0,90.0,0.5580756013745704,0.012658227848101266,11.5,1.0,1438.491349480969,1.6202531645569622,0.0,0.061361014994232986,31822.53,6307.33,1326.41,42944.53
MF,797B,DESPACHO,Overhaul,30900.0,0,-1.0,92.0,228.0,-0.044611528822055165,-0.37209302325581395,16.0,2.0,2064.8831908831908,2.4413793103448276,0.009895052473763119,0.19397585844954268,191137.95,8827.48,234.94,200944.63
MF,797B,DESPACHO,Overhaul,9705.0,0,-1.0,82.0,76.0,0.11944444444444449,-0.23404255319148937,16.0,3.0,2125.525,2.021276595744681,0.02312673450508788,0.3340859092174882,160663.02,9506.4,234.94,171788.27
MA,797F,DESPACHO,Overhaul,6664.0,1,0.0,29.0,46.0,0.0,-0.024390243902439025,11.5,1.0,2795.6666666666665,1.6829268292682928,0.04772004241781548,0.26098284431617763,107754.26000000001,6694.46,6512.070000000001,126556.79
MF,797F,DESPACHO,Overhaul,7080.0,1,0.0,69.0,48.0,0.1509259259259259,-0.0847457627118644,16.0,2.0,2651.847222222222,2.0,0.0,0.10944113756613758,104731.27,9419.75,234.94,116119.88
CO,797F,DESPACHO,Overhaul,18347.0,1,-4.0,104.0,52.0,0.02142857142857143,0.0,6.0,1.0,4219.385714285714,3.25,0.0,0.047368421052631574,26124.84,6324.15,0.0,32448.99
MA,797B,DESPACHO,Overhaul,31032.0,0,-1.0,24.0,44.0,-0.060126582278481014,-0.06976744186046512,11.5,1.0,3913.98417721519,2.7674418604651163,0.0,0.005198915009041591,59363.92999999999,6924.69,11378.29,82490.49
TR,797F,DESPACHO,Overhaul,14493.0,0,0.0,291.0,533.0,2.3792915531335153,-0.05925925925925926,6.0,2.0,3319.307901907357,2.333333333333333,0.0,0.012572985597508758,64366.600000000006,7887.86,0.0,74547.57
TR,797B,DESPACHO,Overhaul,3568.0,3,-3.0,181.0,163.0,0.6064516129032259,-0.05925925925925926,6.0,1.0,3923.564516129032,3.7333333333333334,0.0,0.006912442396313364,40829.49,8229.15,0.0,54373.700000000004
DI,793C,DESPACHO,Overhaul,11817.0,3,0.0,53.0,56.0,-0.01818181818181818,-0.07142857142857142,7.0,1.0,2832.927272727273,2.0,0.0,0.4089314194577352,21118.26,2407.66,1071.64,24597.559999999998
MF,797B,DESPACHO,Overhaul,16175.0,1,0.0,91.0,175.0,0.22067307692307694,-0.14960629921259844,16.0,4.0,2829.101449275362,1.9055118110236222,0.0,0.04753459736297265,90413.35,9040.49,234.94,101150.2
MA,797B,DESPACHO,Overhaul,4840.0,0,-3.0,22.0,81.0,0.7743421052631578,-0.10112359550561797,11.5,2.0,1868.47703180212,1.4705882352941178,0.0,0.11074328931870311,57929.97,6553.79,2052.97,71440.77
MA,797B,DESPACHO,Overhaul,14097.0,3,-1.0,33.0,62.0,0.8480263157894735,-0.10112359550561797,11.5,2.0,1867.0822368421054,2.7752808988764044,0.004885197850512946,0.1535087719298246,123508.94,6556.68,439.6,135900.07
TR,797B,DESPACHO,Overhaul,16352.0,2,-1.0,171.0,260.0,0.4410810810810812,0.0,6.0,1.0,4299.208108108109,2.574803149606299,0.0,0.01801801801801802,39599.909999999996,8197.65,0.0,54355.06
MA,797B,DESPACHO,Overhaul,8253.0,2,-5.0,24.0,86.0,0.5979452054794522,-0.03614457831325301,11.5,2.0,1647.8150684931506,2.180722891566265,0.008381351492928235,0.031773211567732114,89355.54000000001,6355.959999999999,2006.11,101024.87
MF,797B,DESPACHO,Overhaul,16175.0,0,0.0,65.0,38.0,0.3753501400560224,-0.19402985074626866,16.0,2.0,2406.4201680672268,1.9104477611940298,0.03893575600259571,0.16114428227431324,78682.96,7796.66,234.94,89386.42
TR,797F,DESPACHO,Overhaul,7501.0,0,0.0,266.0,405.0,-0.11769547325102875,-0.05223880597014925,6.0,1.0,3754.66921898928,2.9776119402985075,0.013627514600908502,0.047392600951076,45744.4,15706.7,0.0,63808.43
TR,797B,DESPACHO,Overhaul,14213.0,3,0.0,159.0,1260.0,-0.04497354497354497,-0.05925925925925926,6.0,2.0,4110.21164021164,3.4222222222222225,0.013526570048309178,0.0780345926544757,30356.18,8366.07,0.0,44640.08
MA,797F,DESPACHO,Overhaul,14752.0,2,-5.0,29.0,44.0,0.7613114754098362,-0.17525773195876287,11.5,2.0,1119.2852459016394,0.9072164948453608,0.0,0.10327868852459016,57251.77,6394.99,10098.63,78599.84999999999
MA,793F,DESPACHO,Overhaul,19810.0,0,-9.0,97.0,106.0,1.023293172690763,-0.13333333333333333,7.0,1.0,1234.2811244979919,1.8666666666666667,0.0,0.09136546184738954,33321.58,5230.53,11592.13,55138.49
MF,793C,DESPACHO,Overhaul,18457.0,0,0.0,83.0,79.0,0.24512195121951214,-0.2047244094488189,13.5,2.0,2146.2569659442725,1.9016393442622952,0.0,0.024251805985552113,133746.91,6960.39,1335.08,144148.73
TR,793C,DESPACHO,Overhaul,15136.0,2,-5.0,161.0,156.0,0.5425641025641026,0.13432835820895522,7.0,1.0,3586.8219895287957,3.6865671641791042,0.0,0.14151434432503596,25286.94,4290.77,0.0,31569.69
DI,797F,DESPACHO,Overhaul,5271.0,2,-5.0,102.0,225.0,0.7873303167420814,-0.03225806451612903,8.0,2.0,2375.506787330317,3.1612903225806455,0.002805049088359046,0.6526553941414623,64943.16,4657.34,0.0,75173.4
MF,793C,DESPACHO,Overhaul,14950.0,0,-3.0,57.0,19.0,0.2606666666666666,-0.028846153846153848,13.5,1.0,2316.78853046595,2.0,0.0,0.02607998490850783,36010.32,6465.81,1335.08,45272.63
CO,797B,DESPACHO,Overhaul,14213.0,0,-6.0,129.0,106.0,0.043795620437956206,-0.06666666666666667,6.0,1.0,2952.832116788321,1.8666666666666667,0.0,0.04185074913561276,36715.65,6093.56,0.0,44559.74
TR,797B,DESPACHO,Overhaul,13364.0,1,-5.0,184.0,116.0,0.3629441624365482,-0.14189189189189189,6.0,1.0,3650.299492385787,2.47972972972973,0.01116333725029377,0.18541277050494254,36258.6,8269.26,0.0,47892.299999999996
CO,797F,DESPACHO,Overhaul,16114.0,2,-1.0,164.0,132.0,0.045945945945946025,-0.0967741935483871,6.0,2.0,4132.385135135135,3.6129032258064515,0.0,0.02803461356092935,36179.51,6590.3,0.0,43376.62
MO,797B,DESPACHO,Overhaul,13652.0,0,0.0,1115.0,4990.0,-0.14482956173016326,-0.4130120481927711,47.0,6.0,3747.183734045711,2.8499999999999996,0.0,0.0016358795474884897,400901.75,77994.37,2087.13,494063.97
DI,797B,DESPACHO,Overhaul,25742.0,0,-18.0,113.0,87.0,-0.002499999999999976,-0.08163265306122448,8.0,1.0,3744.829166666667,2.479591836734694,0.0,0.26634502923976605,30102.45,5293.85,1093.59,36489.89
MA,797B,DESPACHO,Overhaul,32036.0,1,-24.0,25.0,125.0,0.3895061728395061,-0.2079207920792079,11.5,1.0,2635.1610738255035,3.0,0.0,0.07485576356999882,58040.15000000001,7062.55,9560.65,77608.44
DI,793C,DESPACHO,Overhaul,34851.0,2,0.0,51.0,39.0,0.3897435897435897,-0.2641509433962264,7.0,2.0,3590.521367521367,1.8867924528301887,0.0,0.06844033159822634,22286.75,2574.87,1090.88,27032.68
TR,797B,DESPACHO,Overhaul,15047.0,0,-11.0,139.0,97.0,0.5509138381201044,0.0,6.0,1.0,4701.704960835509,2.9763779527559056,0.0,0.0,38286.8,8153.77,0.0,51015.450000000004
MF,797F,DESPACHO,Overhaul,20154.0,1,-2.0,68.0,102.0,0.1208913649025069,-0.17557251908396945,21.5,2.0,1660.0222841225625,2.3893129770992365,0.0,0.1832319308019352,172664.5,7899.24,227.26,181515.36
DI,797B,DESPACHO,Overhaul,19763.0,0,0.0,87.0,46.0,0.09816513761467892,0.07142857142857142,12.0,2.0,3392.660550458716,2.0,0.0,0.4861392778582543,28236.89,4756.87,0.0,32993.76
DI,797B,DESPACHO,Overhaul,7232.0,0,-1.0,109.0,95.0,0.13157894736842105,-0.07216494845360824,8.0,1.0,2494.4561403508774,2.0,0.0,0.5365343182517698,57058.16,4979.13,881.68,63322.45
MA,797B,DESPACHO,Overhaul,18908.0,1,-7.0,74.0,275.0,1.153220338983051,-0.058823529411764705,11.5,2.0,812.5118644067798,1.3058823529411765,0.0,0.08409158489443949,166749.85,6454.6,1036.46,181246.19999999998
DI,793C,DESPACHO,Overhaul,23346.0,3,-16.0,70.0,58.0,0.7801980198019803,-0.07142857142857142,7.0,1.0,2377.29702970297,2.0,0.0,0.14735684094725263,13674.41,2215.69,817.25,18314.2
MA,797F,DESPACHO,Overhaul,9362.0,3,-3.0,20.0,22.0,0.37053291536050154,-0.1111111111111111,15.5,2.0,2437.785234899329,1.6,0.0,0.012495584599081596,188504.95,7076.32,4360.91,202579.09
CO,797B,DESPACHO,Overhaul,158257.0,1,-6.0,118.0,90.0,0.09675324675324679,-0.011764705882352941,12.0,2.0,2934.9188311688313,2.7529411764705882,0.0,0.07975905673274095,31054.08,6638.33,0.0,38867.9
DI,797F,DESPACHO,Overhaul,20156.0,1,-2.0,114.0,151.0,0.3865546218487395,-0.0625,8.0,2.0,4486.134453781512,2.09375,0.021739130434782608,0.06092436974789915,47750.97,5248.54,881.68,55870.87
MF,797F,DESPACHO,Proceso Continuo,32701.0,1,-2.0,16.0,4.0,-0.08900523560209424,-0.1,16.5,2.0,1648.4607329842931,2.0,0.02826086956521739,0.3229769449802517,79665.04,8717.29,0.0,88382.33
MA,797F,DESPACHO,Overhaul,8281.0,5,-7.0,23.0,32.0,1.1033333333333333,-0.1111111111111111,11.5,2.0,1847.3433333333332,1.911111111111111,0.0,0.25677777777777777,92880.18,6649.990000000001,3134.21,109520.35
MF,797F,DESPACHO,Overhaul,7703.0,2,0.0,93.0,155.0,0.4197101449275363,-0.12195121951219512,16.0,1.0,2365.7884057971014,1.8699186991869918,0.008483563096500531,0.16638486312399353,116629.83,7655.54,215.61,126998.22
CO,793C,DESPACHO,Overhaul,39892.0,2,-11.0,113.0,118.0,0.07716535433070876,-0.045454545454545456,12.0,3.0,4000.968503937008,4.295454545454546,0.0,0.04294150731158605,21963.9,2781.28,0.0,24935.8
MF,797B,DESPACHO,Overhaul,11231.0,1,-2.0,16.0,37.0,0.37876106194690257,-0.0847457627118644,8.0,1.0,2197.574923547401,1.7796610169491525,0.0,0.06998430709802028,75429.04,7476.34,215.61,85276.98999999999
MF,797B,DESPACHO,Overhaul,14836.0,0,-3.0,17.0,10.0,0.3827893175074184,-0.07692307692307693,16.0,2.0,1834.7477744807122,1.8717948717948718,0.0037160906726124115,0.3173790683434601,81753.79,7403.35,215.61,91497.95
MA,797B,DESPACHO,Overhaul,14917.0,0,-44.0,25.0,63.0,1.1503311258278146,-0.13978494623655913,11.5,1.0,1940.6766666666665,1.182795698924731,0.0,0.11380116959064329,106365.37,6689.83,1157.5,121530.78
TR,797F,DESPACHO,Overhaul,18347.0,1,-22.0,256.0,529.0,5.369230769230769,-0.030534351145038167,6.0,1.0,4313.054945054945,3.4809160305343507,0.0,0.03978021978021978,47410.98,9765.08,0.0,59763.26
TR,797F,DESPACHO,Overhaul,18262.0,2,-3.0,263.0,592.0,2.186301369863014,-0.045112781954887216,6.0,1.0,3917.4191780821916,3.56390977443609,0.015691402419091206,0.168168709444845,65731.6,7893.52,0.0,75807.72
MF,797B,DESPACHO,Overhaul,18725.0,2,-1.0,14.0,18.0,0.5897590361445781,-0.05263157894736842,32.0,3.0,2335.7771084337346,2.3859649122807016,0.04271548436308161,0.2895014267596703,75923.46,7283.45,215.61,86902.92
TR,797B,DESPACHO,Overhaul,14161.0,4,-4.0,187.0,233.0,0.32546916890080424,-0.045112781954887216,6.0,1.0,4010.9839142091155,4.2556390977443606,0.015691402419091206,0.09143502187103146,50756.04,8098.85,0.0,61278.85
MA,797F,DESPACHO,Proceso Continuo,28079.0,0,-4.0,17.0,5.0,0.042105263157894736,0.05263157894736842,11.5,2.0,1942.859649122807,2.447368421052632,0.07494279176201374,0.29155945419103313,103754.75,6503.740000000001,1075.03,111333.52
CO,793D,DESPACHO,Overhaul,20952.0,0,-6.0,96.0,32.0,0.11260504201680677,0.0,6.0,1.0,1911.3613445378153,3.5,0.0,0.040336134453781515,14688.439999999999,2590.79,1085.8,18460.34
MO,793F,TERMINADO,Overhaul,15682.0,0,-7.0,709.0,1208.0,-0.17889733840304187,-0.3559322033898305,27.0,2.0,3339.5347155255545,3.163135593220339,0.0,0.009630513119829466,343796.69999999995,46853.86,1663.96,408494.48
MF,793F,DESPACHO,Overhaul,20952.0,0,-4.0,62.0,40.0,0.1483394833948339,0.36486486486486486,13.5,2.0,2380.9040590405903,2.0,0.0,0.16124004661099245,44889.42,5726.2,215.61,50831.23
MF,793F,DESPACHO,Overhaul,20952.0,0,-18.0,67.0,25.0,0.24068965517241384,-0.08181818181818182,16.5,2.0,2775.1091549295775,2.0454545454545454,0.019367588932806323,0.3017605633802817,58308.13,6176.75,0.0,65553.64
CO,793D,DESPACHO,Overhaul,8519.0,0,-6.0,141.0,48.0,0.39180327868852466,-0.06666666666666667,6.0,1.0,4472.0796460177,3.7333333333333334,0.0,0.014749262536873156,16170.46,2635.48,0.0,19726.86
DI,797B,DESPACHO,Overhaul,21013.0,0,-5.0,96.0,35.0,0.12211538461538464,-0.0425531914893617,8.0,0.0,2678.9134615384614,1.9148936170212767,0.041628122109158186,0.9374367408906883,40712.03,4649.95,881.68,46243.659999999996
MA,797B,DESPACHO,Overhaul,17154.0,4,-4.0,26.0,34.0,0.6962457337883959,-0.058823529411764705,11.5,1.0,1141.8161764705883,1.447058823529412,0.0,0.0005252100840336134,107017.33,6481.54,4838.29,122310.36
MA,797F,DESPACHO,Overhaul,11559.0,2,0.0,34.0,89.0,0.4276094276094276,-0.10112359550561797,11.5,3.0,1835.3973063973065,1.3146067415730336,0.0,0.14990179573512907,56695.05,6482.4,4891.07,70440.12
MF,797F,DESPACHO,Overhaul,19787.0,3,-2.0,60.0,41.0,0.2576576576576577,-0.009174311926605505,16.0,2.0,3201.723723723724,2.091743119266055,0.03470283207020343,0.27565065065065064,170219.32,7026.15,215.61,178548.32
MF,797B,DESPACHO,Proceso Continuo,16955.0,4,-1.0,9.0,4.0,0.23404255319148937,0.02857142857142857,16.0,0.0,1782.9148936170213,2.4000000000000004,0.0,0.0,78356.53,5876.63,0.0,84325.56
MO,797B,DESPACHO,Overhaul,14676.0,0,-1.0,1107.0,4435.0,0.10335246149199646,-0.391,47.0,5.0,3690.801650366748,2.955,0.0,0.0077095244223027,377264.84,71081.39,9151.65,482864.80000000005
MF,797F,DESPACHO,Overhaul,21689.0,1,-2.0,61.0,43.0,0.690909090909091,-0.16923076923076924,16.0,3.0,1829.9824046920821,1.9846153846153847,0.0033444816053511705,0.288067309035051,100788.52,7225.47,0.0,108013.99
MO,793C,DESPACHO,Overhaul,14276.0,3,0.0,751.0,2242.0,-0.20885333333333328,-0.5,24.5,2.0,3346.862880091796,2.5088757396449703,0.0,0.011869701026327534,260927.53,40138.15,2526.93,310034.21
CO,797F,DESPACHO,Overhaul,19603.0,1,-25.0,151.0,168.0,0.11929824561403508,-0.11578947368421053,6.0,2.0,2903.101754385965,1.768421052631579,0.0,0.05340078998666256,48130.51,6127.34,0.0,54624.37
MA,797B,DESPACHO,Overhaul,15000.0,1,-7.0,13.0,29.0,0.6811188811188812,0.05263157894736842,11.5,2.0,1382.2832167832169,1.7631578947368423,0.024027459954233412,0.32575757575757575,30502.469999999998,6302.51,4502.08,44710.560000000005
MA,797B,DESPACHO,Overhaul,15000.0,1,-6.0,14.0,87.0,0.0033003300330033004,-0.09574468085106383,11.5,2.0,2272.6765676567657,2.148936170212766,0.024976873265494914,0.01881188118811881,53137.16,6633.27,3547.51,68507.73999999999
MA,797B,DESPACHO,Overhaul,15000.0,0,-4.0,19.0,96.0,0.18769230769230769,-0.2920353982300885,11.5,2.0,1355.3815384615384,2.575221238938053,0.016160061562139286,0.08013186813186814,76737.4,7126.19,215.61,86712.6
MA,797F,DESPACHO,Overhaul,25049.0,2,-1.0,26.0,74.0,1.0334519572953735,0.03896103896103896,11.5,1.0,1586.2811387900356,1.6103896103896105,0.0,0.1495161391022039,56101.96,5965.08,9475.22,77150.94
DI,797B,DESPACHO,Overhaul,16645.0,0,-5.0,80.0,47.0,0.2790243902439024,-0.05263157894736842,8.0,0.0,3695.531707317073,2.557894736842105,0.02425629290617849,0.09626016260162601,29157.36,4393.29,0.0,34049.61
DI,797B,DESPACHO,Overhaul,22121.0,0,-8.0,84.0,21.0,0.10833333333333336,-0.05263157894736842,8.0,1.0,2991.3333333333335,1.8947368421052633,0.07048054919908467,0.7355577891487979,27656.91,4617.01,1144.28,33418.2
MA,797F,DESPACHO,Overhaul,15077.0,2,-9.0,16.0,54.0,0.7237410071942446,0.05263157894736842,11.5,2.0,2073.517985611511,2.3421052631578947,0.059496567505720827,0.2010791366906475,30589.370000000003,5875.25,12383.099999999999,52435.92
DI,797F,DESPACHO,Overhaul,10086.0,1,-6.0,99.0,49.0,0.014406779661016974,-0.0425531914893617,8.0,1.0,3626.1359649122805,2.8085106382978724,0.01942645698427382,0.644723376423515,38696.2,5056.95,0.0,43753.15
MF,797F,DESPACHO,Proceso Continuo,7703.0,1,0.0,14.0,5.0,0.7027027027027027,0.009345794392523364,16.0,0.0,2028.8918918918919,2.0,0.017066233238520925,0.1363709103840683,129733.24,6168.37,215.61,139074.02
CO,797B,DESPACHO,Overhaul,15000.0,3,-5.0,140.0,101.0,0.09309309309309309,0.0,6.0,2.0,3246.8668730650156,4.0,0.0,0.20266416816033894,28680.38,6951.06,0.0,36764.88
MA,797F,DESPACHO,Overhaul,18020.0,1,-9.0,20.0,32.0,0.83972602739726,-0.024390243902439025,11.5,1.0,1638.9109589041095,2.3170731707317076,0.027571580063626724,0.09726027397260273,57352.340000000004,6159.070000000001,12182.62,80548.11
MA,797B,DESPACHO,Overhaul,21981.0,2,-10.0,15.0,38.0,0.9317880794701986,-0.1111111111111111,10.5,1.0,1573.8112582781457,3.0666666666666664,0.030917874396135265,0.07417218543046357,100784.78,6380.68,2812.84,115845.7
MF,797F,DESPACHO,Overhaul,8980.0,3,0.0,22.0,19.0,0.699462365591398,-0.02702702702702703,16.0,0.0,2264.3,2.0,0.0015667841754798276,0.19266666666666668,126414.25,7856.33,215.61,138681.15
MA,797B,DESPACHO,Proceso Continuo,7583.0,7,-1.0,7.0,2.0,0.22727272727272727,0.03896103896103896,11.5,0.0,1786.4297520661157,1.922077922077922,0.036137775268210055,0.03125,31381.140000000003,5043.06,2687.46,39111.66
TR,797B,DESPACHO,Overhaul,15000.0,1,-6.0,186.0,139.0,0.4538666666666668,-0.0661764705882353,6.0,1.0,3427.712,2.7720588235294117,0.0,0.034438596491228074,44297.979999999996,7945.82,0.0,55742.68
DI,797B,DESPACHO,Overhaul,17745.0,1,-4.0,105.0,96.0,-0.012987012987012988,0.011235955056179775,8.0,1.0,4478.376623376624,2.235955056179775,0.0537371763556424,0.22197485054627913,28463.22,4892.52,871.64,34227.38
MF,797F,DESPACHO,Proceso Continuo,18028.0,0,0.0,44.0,158.0,0.09433962264150944,-0.009174311926605505,16.0,2.0,1636.1132075471698,2.0,0.0,0.18529224003404737,85174.8,6626.83,0.0,92408.39
MF,797B,DESPACHO,Overhaul,32666.0,0,-3.0,14.0,7.0,0.37613636363636355,-0.14960629921259844,16.0,2.0,1680.4801136363637,2.535433070866142,0.0,0.023137626262626262,129970.37,7437.96,215.61,140155.7
TR,797B,DESPACHO,Overhaul,15000.0,1,-6.0,179.0,176.0,0.4759894459102902,-0.11188811188811189,6.0,1.0,4095.032258064516,3.6083916083916083,0.0,0.03471632710809281,41285.520000000004,8016.48,0.0,53155.08
MA,797F,DESPACHO,Overhaul,30900.0,1,-4.0,28.0,49.0,0.6809364548494982,-0.09090909090909091,13.0,3.0,2217.4748201438847,1.8636363636363638,0.0,0.28930855315747406,50364.130000000005,6306.52,9613.22,70380.26999999999
TR,797B,DESPACHO,Overhaul,14984.0,4,-4.0,186.0,154.0,-0.06857142857142849,-0.05925925925925926,14.0,1.0,3640.689119170984,3.6222222222222222,0.0,0.059926370329969995,43559.25,12636.19,0.0,59937.64
TR,793F,DESPACHO,Overhaul,24419.0,0,0.0,132.0,107.0,0.11413612565445032,-0.05,7.0,2.0,3425.471204188482,3.85,0.0,0.033807522733535406,17917.15,4027.87,3449.76,25456.38
CO,797B,TERMINADO,Overhaul,15141.0,0,-2.0,56.0,75.0,0.09608540925266904,0.0,6.0,1.0,4005.2170818505338,2.1666666666666665,0.0,0.01708185053380783,40506.06,5953.62,0.0,46582.88
DI,793C,DESPACHO,Overhaul,24463.0,2,0.0,45.0,30.0,0.18333333333333332,-0.04878048780487805,7.0,1.0,5093.6916666666675,2.0,0.0,0.06481481481481483,27972.58,2541.41,0.0,31142.31
DI,793C,DESPACHO,Overhaul,18814.0,0,0.0,56.0,29.0,0.07580645161290327,-0.09302325581395349,7.0,1.0,3175.2258064516127,3.5348837209302326,0.0,0.21148132427843802,24324.35,2624.77,1128.83,28515.309999999998
CO,797B,DESPACHO,Overhaul,20730.0,3,-2.0,60.0,101.0,0.18421052631578946,0.0,6.0,0.0,2840.458646616541,2.333333333333333,0.0,0.04986149584487534,23753.170000000002,5639.45,0.0,29669.82
MF,797F,DESPACHO,Overhaul,11672.0,0,-1.0,89.0,190.0,0.12912912912912913,-0.18181818181818182,16.0,2.0,2149.303303303303,2.166666666666667,0.052700922266139656,0.1745304515041357,79866.25,7060.3,1431.3400000000001,88511.89
MA,797F,DESPACHO,Proceso Continuo,7556.0,0,-1.0,9.0,6.0,0.03125,-0.012345679012345678,12.5,3.0,1277.4027777777778,1.0987654320987654,0.0,0.08428362573099416,54605.200000000004,6009.59,9989.69,70604.48
DI,797F,DESPACHO,Overhaul,15498.0,1,-5.0,97.0,50.0,0.08325791855203622,-0.05263157894736842,8.0,1.0,2662.2171945701357,1.936842105263158,0.02517162471395881,0.21527943161070096,28779.71,4736.77,873.47,34389.950000000004
MF,797B,DESPACHO,Overhaul,101563.0,0,0.0,87.0,149.0,0.06951566951566945,-0.17557251908396945,16.0,2.0,2163.9458689458693,1.9236641221374047,0.0,0.11336969560653772,180048.15,7438.57,215.61,187846.18
MA,797B,DESPACHO,Overhaul,12391.0,2,-25.0,80.0,27.0,0.4843853820598007,-0.13978494623655913,12.0,3.0,1708.518272425249,2.3440860215053765,0.029920523609163162,0.06648209671465485,134571.21,6346.61,333.51,144121.88999999998
MA,797B,DESPACHO,Overhaul,10000.0,3,-14.0,87.0,32.0,0.4264900662251656,-0.13978494623655913,11.5,2.0,1907.3145695364237,2.086021505376344,0.024310425432445066,0.1125091979396615,52121.310000000005,6387.650000000001,13680.9,74799.3
MF,797F,DESPACHO,Overhaul,23021.0,0,0.0,64.0,45.0,0.6581560283687944,-0.01818181818181818,16.0,0.0,2553.7943262411345,2.2272727272727275,0.05454545454545454,0.248330378250591,71076.33,6037.6,215.61,79490.17
MF,797B,DESPACHO,Overhaul,23021.0,0,-9.0,64.0,48.0,0.32000000000000006,-0.0847457627118644,16.0,0.0,2130.5793103448277,2.9237288135593222,0.05416359616801769,0.4146982758620689,80382.85,6204.31,215.61,87101.98
CO,793F,DESPACHO,Overhaul,20952.0,0,0.0,98.0,39.0,0.07394957983193275,0.0,6.0,1.0,2569.3529411764707,3.0,0.0,0.040336134453781515,13541.07,2531.56,0.0,16072.63
DI,793C,DESPACHO,Overhaul,5153.0,6,0.0,58.0,33.0,0.39999999999999997,-0.13333333333333333,7.0,1.0,5551.6554621848745,2.8,0.04057971014492753,0.05546218487394958,38205.56,2555.0,851.34,42779.96000000001
DI,793C,DESPACHO,Overhaul,15008.0,4,0.0,52.0,23.0,0.5714285714285714,-0.13333333333333333,7.0,1.0,2762.714285714286,1.8666666666666667,0.12173913043478261,0.35294117647058826,35827.59,2555.0,1144.28,41143.74
MF,797B,DESPACHO,Proceso Continuo,18666.0,0,0.0,53.0,11.0,0.1120481927710843,-0.02702702702702703,16.0,2.0,1798.6506024096384,2.4324324324324325,0.01645123384253819,0.029599601413171483,124690.24,7013.24,0.0,131703.48
MF,797B,DESPACHO,Overhaul,16383.0,3,-3.0,60.0,41.0,0.3450847457627119,-0.12195121951219512,16.0,0.0,1066.0305084745762,2.024390243902439,0.021915871332626367,0.3324435028248588,114714.95,6297.52,215.61,121835.13
TR,797F,DESPACHO,Overhaul,13744.0,1,0.0,240.0,467.0,2.145308310991957,-0.1476510067114094,5.0,1.0,3748.8659517426277,2.8187919463087248,0.0,0.08220058636313751,111376.42,8016.64,0.0,121102.01
DI,797B,DESPACHO,Overhaul,22535.0,0,-14.0,108.0,137.0,0.027467811158798306,-0.1262135922330097,8.0,0.0,4531.862660944205,2.912621359223301,0.04221190375685943,0.13161659513590843,48807.62,4990.2,887.77,54685.59
TR,797F,DESPACHO,Overhaul,19541.0,0,-6.0,206.0,354.0,0.18655462184873955,-0.09285714285714286,6.0,0.0,2790.549019607843,2.992857142857143,0.0,0.13505270529264335,46489.229999999996,7554.32,0.0,54949.81
MF,797B,DESPACHO,Overhaul,21567.0,3,-2.0,69.0,76.0,0.2794029850746269,-0.05263157894736842,16.0,2.0,2256.9910447761195,1.894736842105263,0.0,0.14394568510829314,101671.71,7226.69,215.61,110351.12
TR,793C,DESPACHO,Overhaul,16424.0,3,-31.0,132.0,65.0,0.2356435643564356,-0.13636363636363635,7.0,0.0,3618.1732673267325,3.1136363636363638,0.0,0.0,14556.64,4266.08,0.0,19723.23
CO,793F,DESPACHO,Overhaul,14258.0,1,0.0,99.0,74.0,0.36261682242990667,0.0,6.0,0.0,2721.3271028037384,3.0,0.0,0.0,22031.440000000002,2276.2,0.0,24710.420000000002
MA,797F,DESPACHO,Overhaul,16636.0,2,-21.0,22.0,35.0,0.8684931506849316,-0.10112359550561797,11.5,2.0,1861.8390410958903,1.7640449438202248,0.0,0.1956838800769046,50132.829999999994,6239.44,10809.84,72222.62
MA,797B,DESPACHO,Overhaul,17317.0,1,-12.0,87.0,29.0,0.9687707641196014,-0.12087912087912088,11.5,1.0,1218.132142857143,1.1758241758241759,0.0,0.040525793650793646,60537.58,6374.11,10399.74,77311.43
MF,797B,DESPACHO,Overhaul,10222.0,2,-15.0,65.0,55.0,0.5318471337579618,-0.12195121951219512,10.5,0.0,2846.0784982935156,2.0813008130081303,0.0021208907741251328,0.22953341117298365,86173.8,6795.02,215.61,95721.94
MF,797B,DESPACHO,Overhaul,20000.0,3,-8.0,17.0,6.0,0.8179012345679012,-0.09243697478991597,16.0,2.0,2120.8024691358023,2.5378151260504205,0.052612349287541105,0.30612778087193293,117893.92,7006.4,215.61,130933.27
CO,797B,DESPACHO,Proceso Continuo,15000.0,1,-4.0,18.0,17.0,0.14545454545454536,0.0,6.0,0.0,3665.7007575757575,2.75,0.0,0.050239234449760764,18166.98,5557.06,0.0,23724.04
