Serial;Number;or;Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes
0;;FDB 20R-6115;;;;;;;
;;;;;;;;;
Part;No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note;
4P-7428;1;1408;CLIP (LADDER);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
4P-7429;1;1408;CLIP (LADDER);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
4P-7581;19;1408;CLIP (LADDER);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
4P-8134;29;1408;CLIP (LADDER);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
520-7381;1;1408;HARNESS AS-ENGINE;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
566-9081;1;1408;WIRING GP-ENGINE;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
5P-8112;1;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
6V-0826;3;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
6V-1249;3;1408;GROMMET (22-MM ID);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
6V-4349;4;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
6V-5048;9;1408;SEAL-O-RING;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
7V-6571;2;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
8T-2525;1;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
8T-2920;4;1408;GROMMET (27-MM ID);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
8T-7087;3;1408;GROMMET (34-MM ID);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
8T-8737;13;1408;PLUG-SEAL;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
8T-9518;2;1408;GROMMET (24-MM ID);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
130-5300;1;1408;CLIP;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
355-8509;16;1218;BEARING-CONNECTING ROD (STANDARD);419-6417;CONNECTING ROD GP;CCR P&B;;;
377-5237;16;1218;BEARING (CONNECTING ROD);419-6417;CONNECTING ROD GP;CCR P&B;;;
355-8662;9;1202;BEARING AS-MAIN (STANDARD);459-7765;CRANKSHAFT GP;CCR BLK;;;
7C-6209;2;1202;PLATE-THRUST;459-7765;CRANKSHAFT GP;CCR BLK;;;
101-1198;18;1201;BEARING-CAMSHAFT;484-5418;CYLINDER BLOCK GP;CCR BLK;;;
214-7568;6;1201;SEAL-O-RING;484-5418;CYLINDER BLOCK GP;CCR BLK;;;
5F-9657;4;1201;SEAL-O-RING;484-5418;CYLINDER BLOCK GP;CCR BLK;;;
6V-3348;8;1201;SEAL-O-RING;484-5418;CYLINDER BLOCK GP;CCR BLK;;;
7X-4805;3;1201;SEAL-O-RING;484-5418;CYLINDER BLOCK GP;CCR BLK;;;
516-0827;16;1201;SEAL-LINER;465-1386;LINER GP-CYLINDER BLOCK;CCR P&B;;;
7N-2046;48;1201;SEAL-O-RING;465-1386;LINER GP-CYLINDER BLOCK;CCR P&B;;;
8T-2929;4;1201;SEAL-O-RING;525-1802;CYLINDER BLOCK AS;CCR BLK;;;
7X-7925;36;1201;BOLT (7/8-14X11-IN);525-1802;CYLINDER BLOCK AS;CCR BLK;;;
8T-2928;4;1201;SEAL-O-RING;525-1802;CYLINDER BLOCK AS;CCR BLK;;;
113-8433;1;1160;SEAL (COUNTERCLOCKWISE ROTATION);332-7911;SEAL GP-CRANKSHAFT;CCR DRIST;;;
113-8432;1;1160;SEAL (CLOCKWISE ROTATION);332-7911;SEAL GP-CRANKSHAFT;CCR DRIST;;;
228-7098;2;1063;SEAL-O-RING;217-7056;AFTERCOOLER GP-TREATED WATER;CCR EN&CA;;;
109-0075;4;1063;SEAL-O-RING;217-7056;AFTERCOOLER GP-TREATED WATER;CCR EN&CA;;;
7N-3218;2;1210;WASHER-THRUST;380-2698;CAMSHAFT GP;CCR BLK;;;
7F-8698;16;1290;BOLT (7/16-14X3.5-IN);425-9286;PUMP GP-FUEL INJECTION;CCR EN.CLT;;;
489-0207;4;1052;GASKET-EXHAUST (TURBOCHARGER);306-5000;TURBOCHARGER GP;CCR TU&EL;;;
376-7739;16;1052;BOLT (3/8-16X2.5-IN);306-5000;TURBOCHARGER GP;CCR TU&EL;;;
6L-3005;4;1052;CLAMP-BAND;306-5000;TURBOCHARGER GP;CCR TU&EL;;;
391-2167;16;1052;LOCKNUT-FLANGE (3/8X16-THD);306-5000;TURBOCHARGER GP;CCR TU&EL;;;
226-3939;2;1067;Kit-Spring;356-8324;Shield GP-Manifold;CCR EMS. CULATA;;;
