Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
230-2619;8;;1102;Screw-Adjustment;224-9869;Valve Mechanism GP;CCR M&B
200-2003;16;;1102;Screw-Adjustment;224-9869;Valve Mechanism GP;CCR M&B
3J-9196;16;;1102;Nut-Jam;224-9869;Valve Mechanism GP;CCR M&B
9S-1354;8;;1102;Nut;224-9869;Valve Mechanism GP;CCR M&B
230-2620;24;;1102;Bushing;224-9869;Valve Mechanism GP;CCR M&B
9F-7707;24;;1102;Ring-Retaining;224-9869;Valve Mechanism GP;CCR M&B
5P-7530;8;;1102;Seal-O-Ring;224-9869;Valve Mechanism GP;CCR M&B
9X-0352;8;;1102;Receptacle AS-Connector;224-9869;Valve Mechanism GP;CCR EN.CLT
6J-2245;8;;1102;Seal-O-Ring;224-9869;Valve Mechanism GP;CCR M&B
132-6469;8;;1102;Harness AS-Wiring;224-9869;Valve Mechanism GP;CCR EN.CLT
100-3878;8;;1102;Spring-Injector;224-9869;Valve Mechanism GP;CCR M&B
7E-6508;8;;1102;Cap AS;224-9869;Valve Mechanism GP;CCR M&B
154-6389;24;;1102;Button;224-9869;Valve Mechanism GP;CCR M&B
317-1121;8;;1102;Nut-Jam;370-9889;Valve Mechanism GP;CCR M&B
100-3877;8;;1102;Retainer-Spring;370-9889;Valve Mechanism GP;CCR M&B
323-7347;8;;1102;Seal-O-Ring;370-9889;Valve Mechanism GP;CCR M&B
240-7032;16;;1102;Seal;370-9889;Valve Mechanism GP;CCR M&B
380-4843;8;;1102;Screw-Adjusting;370-9889;Valve Mechanism GP;CCR M&B
358-0768;16;;1102;Screw-Adjusting;370-9889;Valve Mechanism GP;CCR M&B
4P-8134;46;;1403;Clip;217-7059;Wiring GP-Engine;CCR TU&EL
9X-6772;91;;1403;Strap-Cable;217-7059;Wiring GP-Engine;CCR TU&EL
5P-8245;1;;1403;Washer-Hard;217-7059;Wiring GP-Engine;CCR TU&EL
153-7485;1;;1403;Wire AS-Ground;217-7059;Wiring GP-Engine;CCR TU&EL
9G-5127;1;;1403;Breather;217-7059;Wiring GP-Engine;CCR TU&EL
6V-5048;12;;1403;Seal-O-Ring;217-7059;Wiring GP-Engine;CCR TU&EL
9L-9132;2;;1403;Washer-Hard;217-7059;Wiring GP-Engine;CCR TU&EL
6V-1889;1;;1403;Clip;217-7059;Wiring GP-Engine;CCR TU&EL
4P-7581;17;;1403;Clip;217-7059;Wiring GP-Engine;CCR TU&EL
7E-6016;1;;1403;Gasket;217-7059;Wiring GP-Engine;CCR TU&EL
3K-0360;2;;1403;Seal-O-Ring;217-7059;Wiring GP-Engine;CCR TU&EL
4P-7428;3;;1403;Clip;217-7059;Wiring GP-Engine;CCR TU&EL
114-5333;1;;1403;Switch AS-Pressure;217-7059;Wiring GP-Engine;CCR TU&EL
8M-2771;2;;1403;Clip;217-7059;Wiring GP-Engine;CCR TU&EL
4P-7429;1;;1403;Clip;217-7059;Wiring GP-Engine;CCR TU&EL
308-0875;1;;1403;Hose AS;217-7059;Wiring GP-Engine;CCR TU&EL
4N-3841;1;;1403;Gasket;217-7059;Wiring GP-Engine;CCR TU&EL
183-3862;1;;1403;Switch GP-Flow;217-7059;Wiring GP-Engine;CCR TU&EL
9M-1974;2;;1403;Washer-Hard;217-7059;Wiring GP-Engine;CCR TU&EL
300-6785;1;;1403;Harness AS-Engine;217-7059;Wiring GP-Engine;CCR TU&EL
1V-6341;1;;1403;Seal;217-7059;Wiring GP-Engine;CCR TU&EL
415-2432;2;;1919;Sensor GP-Exhaust Temperature;163-7882;Sensor GP-Exhaust Temperature;CCR TU&EL
163-7882;2;;1403;Sensor GP-Exhaust Temperature;217-7059;Wiring GP-Engine;CCR TU&EL
194-6724;1;;1403;Sensor GP-Pressure;217-7059;Wiring GP-Engine;CCR TU&EL
273-5041;1;;1403;Sensor GP-Speed;217-7059;Wiring GP-Engine;CCR TU&EL
161-9926;4;;1403;Sensor GP-Pressure;217-7059;Wiring GP-Engine;CCR TU&EL
194-6725;1;;1403;Sensor GP-Pressure;217-7059;Wiring GP-Engine;CCR TU&EL
102-2240;2;;1403;Sensor GP-Temperature;217-7059;Wiring GP-Engine;CCR TU&EL
189-5746;1;;1403;Sensor GP-Speed;217-7059;Wiring GP-Engine;CCR TU&EL
